FileID,Category
965_m2_p_aa,voiceless
966_m2_p_aa,voiceless
967_f1_k_uw,voiceless
968_m2_t_ow,voiceless
969_f1_t_ah,voiceless
970_m1_t_iy,voiceless
971_m2_t_eh,voiceless
972_m1_p_aa,voiceless
973_m1_p_ow,voiceless
974_m2_t_iy,voiceless
975_f1_t_ow,voiceless
976_m2_p_ow,voiceless
977_m2_p_aa,voiceless
978_f1_k_ow,voiceless
979_m2_t_ow,voiceless
980_m2_t_uw,voiceless
981_m1_k_iy,voiceless
982_m2_t_ow,voiceless
983_m1_k_ah,voiceless
984_m1_p_eh,voiceless
985_m1_k_ow,voiceless
986_m1_k_ah,voiceless
987_m1_p_aa,voiceless
988_m2_t_aa,voiceless
989_m1_p_aa,voiceless
990_f1_p_eh,voiceless
991_m1_t_aa,voiceless
992_f1_p_eh,voiceless
993_m2_k_aa,voiceless
994_f1_k_eh,voiceless
995_f1_k_ah,voiceless
996_m2_k_eh,voiceless
997_m1_t_ow,voiceless
998_m2_t_uw,voiceless
999_m2_k_eh,voiceless
